text,label
How do I change my profile picture in the app?,app_how_to_query
Can you tell me how to add a new payee on your banking app?,app_how_to_query
Where can I find my transaction history on the website?,app_how_to_query
What are the steps to set up a recurring payment via the mobile app?,app_how_to_query
I want to update my shipping address. How do I do that in my online account?,app_how_to_query
How do I enable two-factor authentication on this platform?,app_how_to_query
Could you guide me on exchanging currency using the app's feature?,app_how_to_query
I'm trying to view my monthly statement digitally. Where is that option?,app_how_to_query
How do I link my external bank account through the app?,app_how_to_query
What's the process for reporting a lost card using the mobile application?,app_how_to_query
How do I adjust my notification preferences in the settings section of the app?,app_how_to_query
Where can I find the option to split a bill with friends in the app?,app_how_to_query
How do I change my login password on your website?,app_how_to_query
Can I get instructions on how to cancel a pending transfer using the app?,app_how_to_query
How do I apply for a new credit card directly through my online banking portal?,app_how_to_query
What steps do I take to block a merchant using the app?,app_how_to_query
I need to clear my cache for the app. How do I do that from within the app settings?,app_how_to_query
How do I set a spending limit for my card using the mobile application?,app_how_to_query
Where is the 'contact support' button located in the app?,app_how_to_query
How do I enable biometric login (fingerprint/face ID) for my account?,app_how_to_query
What's the easiest way to view my current balance on the app dashboard?,app_how_to_query
How do I download a PDF statement from my online account?,app_how_to_query
Can you explain how to send money to a friend using the app?,app_how_to_query
How do I edit my personal details like phone number in the app?,app_how_to_query
I want to search for a specific transaction. How do I use the search function in the app?,app_how_to_query
What's the procedure for opening a new savings account via the app?,app_how_to_query
How do I unsubscribe from marketing emails through the app's settings?,app_how_to_query
Where do I find the option to freeze my card in case of misplacement?,app_how_to_query
How can I categorize my transactions in the budget tracker feature of the app?,app_how_to_query
What steps are required to set up direct deposit information in my online profile?,app_how_to_query
How do I dispute a transaction using the dispute feature in the app?,app_how_to_query
I forgot my username. How do I recover it using the app's recovery option?,app_how_to_query
How do I connect my investment portfolio to the app?,app_how_to_query
Can you tell me how to switch between different accounts on the app?,app_how_to_query
How do I reorder my accounts display in the mobile application?,app_how_to_query
Where is the option to generate a one-time virtual card in the app?,app_how_to_query
How do I update my tax information within the online portal?,app_how_to_query
What's the process for scheduling an appointment with a financial advisor through the app?,app_how_to_query
How do I check my credit score using the feature in the app?,app_how_to_query
Can I get help on how to change my app's language settings?,app_how_to_query
How do I enable dark mode for the application interface?,app_how_to_query
Where can I find the terms and conditions within the app?,app_how_to_query
How do I enable push notifications for transaction alerts?,app_how_to_query
What steps do I follow to add a new beneficiary for transfers?,app_how_to_query
How do I close my account using the digital platform?,app_how_to_query
Can you show me how to use the bill pay feature in the app?,app_how_to_query
How do I get a tax summary from my online account?,app_how_to_query
What's the procedure for setting up an alert when my balance drops below a certain amount?,app_how_to_query
How do I use the QR code payment option in the app?,app_how_to_query
Where can I find the nearest ATM using the app's locator?,app_how_to_query
How do I update my contact information in the mobile banking app?,app_how_to_query
Can I get instructions on how to redeem rewards points through the app?,app_how_to_query
How do I view my spending insights or budget report on the application?,app_how_to_query
What are the steps to change my security questions on the online portal?,app_how_to_query
How do I apply for a personal loan using the app?,app_how_to_query
Where is the option to block international transactions in my app settings?,app_how_to_query
How do I set up a new savings goal in the app?,app_how_to_query
Can you tell me how to verify my identity digitally?,app_how_to_query
How do I download my transaction data into a spreadsheet format from the website?,app_how_to_query
What's the process for sending money abroad using the app's international transfer feature?,app_how_to_query
How do I add money to my digital wallet within the app?,app_how_to_query
Where can I find my account number and routing number on the app?,app_how_to_query
How do I set up a joint account through your online banking?,app_how_to_query
What steps are needed to update my address details in the mobile application?,app_how_to_query
How do I check the status of a recent payment in the app?,app_how_to_query
Can you guide me on how to enable or disable overdraft protection in the app?,app_how_to_query
How do I use the currency converter tool available on the app?,app_how_to_query
What's the process to view and manage my subscriptions through the app?,app_how_to_query
How do I set up a travel notice for my card via the online portal?,app_how_to_query
Where is the option to refer a friend to the service within the app?,app_how_to_query
How do I delete a saved payment method from my online account?,app_how_to_query
"What are the steps to connect my external payment apps (e.g., PayPal) to this app?",app_how_to_query
How do I view my current interest rates for different accounts in the app?,app_how_to_query
Can you tell me how to access my tax documents digitally?,app_how_to_query
How do I change the theme or appearance of the app?,app_how_to_query
Where can I find the live chat support option within the app?,app_how_to_query
How do I set up scheduled transfers between my own accounts in the app?,app_how_to_query
What's the process for getting a new debit card ordered through the app?,app_how_to_query
How do I temporarily lock my card if I can't find it?,app_how_to_query
How do I add an authorized user to my credit card via the online portal?,app_how_to_query
What steps do I take to change my PIN through the app?,app_how_to_query
How do I manage my direct debits and standing orders in the mobile app?,app_how_to_query
Can you tell me how to activate a new card using the app?,app_how_to_query
How do I opt-out of paper statements and go fully digital?,app_how_to_query
Where is the feedback section in the app to report a bug?,app_how_to_query
How do I view my credit limit and available balance on the app?,app_how_to_query
What's the process for initiating a chargeback request online?,app_how_to_query
How do I enable touch ID for faster login to the app?,app_how_to_query
Can you show me how to share my account details securely through the app?,app_how_to_query
How do I set up a budget category for groceries in the app?,app_how_to_query
Where can I find the option to reset my mobile app login PIN?,app_how_to_query
How do I download my investment portfolio statement from the website?,app_how_to_query
What steps are involved in setting up push notifications for every transaction?,app_how_to_query
How do I delete my app account?,app_how_to_query
How do I change the primary account linked to my debit card via the app?,app_how_to_query
Can you tell me how to find my IBAN in the mobile banking app?,app_how_to_query
How do I adjust the privacy settings for my profile on the platform?,app_how_to_query
What's the procedure for adding a note to a transaction in the app?,app_how_to_query
How do I enable instant transaction alerts on my phone?,app_how_to_query
Where is the option to export my financial data from the application?,app_how_to_query
