text,label
I see a $35 charge from 'Unknown Merchant' on my statement. What is this?,account_charge_query
There's an unexpected $12.99 fee on my account. Can you explain it?,account_charge_query
My latest credit card bill has a charge for $50 from 'Online Service Pro' that I don't recognize.,account_charge_query
Why was I debited $20 on Tuesday for something I didn't purchase?,account_charge_query
I have a mysterious $7.99 recurring charge. Can you tell me what it's for?,account_charge_query
There's an unauthorized transaction of $100 on my bank account.,account_charge_query
I'm looking at my recent activity and see a charge from 'App XYZ' for $14.99. I never subscribed.,account_charge_query
Can you help me understand a $2.50 'Service Fee' that appeared on my last statement?,account_charge_query
My debit card was charged $45 twice by 'Local Store' today. I only made one purchase.,account_charge_query
What is the $8.99 charge from 'StreamCo' on my bill? I thought I cancelled it.,account_charge_query
I found an unrecognized $60 charge on my credit card statement from 'Software Solutions'.,account_charge_query
There's an unexplained $15 debit on my checking account. Who or what is it from?,account_charge_query
Could you investigate a $25 charge from 'WebHost Corp' that I don't recall authorizing?,account_charge_query
I'm questioning a $3.99 fee for 'Premium Features' that I didn't opt into.,account_charge_query
My statement shows a transaction for $75 at 'Gas Station ABC' but I haven't been there in weeks.,account_charge_query
Why am I being charged $19.99 for 'Monthly Membership' when I'm not a member?,account_charge_query
There's a $5.00 'Account Maintenance Fee' I don't remember agreeing to.,account_charge_query
Can you clarify a $30 charge from 'Utility Provider X' that seems unusually high for this month?,account_charge_query
I noticed a strange $1.00 charge on my card from 'Card Verifier'. What is this for?,account_charge_query
My online banking shows a $22 charge from 'Online Merchant Y' that I don't recognize.,account_charge_query
"Help, I have an unknown $5.99 charge from 'GameCo' on my statement.",account_charge_query
"There's a transaction for $85 from 'Restaurant Z' on my credit card, but I ate elsewhere that night.",account_charge_query
Could you tell me what the $10 'Processing Fee' is for on my recent statement?,account_charge_query
I see a $49.99 charge for 'Annual Subscription' that I wasn't expecting to renew.,account_charge_query
My account was debited $150 by a company I've never heard of. What happened?,account_charge_query
Why is there a $0.50 'Small Transaction Fee' on my statement? Is that new?,account_charge_query
I received an alert about a $20 charge from 'E-commerce Site' which I didn't make.,account_charge_query
"There are multiple small charges from 'Various Merchants' on my card, none of which I recognize.",account_charge_query
Can you look into a $29.99 charge from 'Cloud Storage' that appeared on my bill unexpectedly?,account_charge_query
I'm trying to understand a $90 debit from 'Cash Advance Co.' I never authorized one.,account_charge_query
My statement has a $1.99 charge for 'Premium Content' that I didn't authorize.,account_charge_query
Why was I charged an 'Overlimit Fee' when my balance was well below my limit?,account_charge_query
I have a $70 charge from 'Travel Agency A' but I cancelled my trip and got confirmation.,account_charge_query
What's this $13.50 charge from 'Local Store B' appearing on my transaction history that I don't recall?,account_charge_query
There's a $19.99 fee on my credit card labeled 'Subscription Renewal' for a service I no longer use.,account_charge_query
Can you identify the source of a $22.22 debit from my checking account?,account_charge_query
