text,label
"I see a charge for $55.99 from 'Global Services' on my latest statement, but I don't recognize it. Can you explain what it is?",inquire_review_financial_transaction
My recent bill has an extra fee listed. What is the 'Service Enhancement Fee' for?,inquire_review_financial_transaction
I was charged twice for my subscription last month. Can you verify and correct this?,inquire_review_financial_transaction
"I made a payment of $150 yesterday, but it's not showing up in my account yet. Has it been processed?",inquire_review_financial_transaction
There's a pending transaction for $75.00 from 'Online Retailer X'. I cancelled that order. Why is it still showing?,inquire_review_financial_transaction
Can you look into why my direct deposit from my employer hasn't appeared today?,inquire_review_financial_transaction
My account shows a withdrawal of $200 from an ATM in a city I wasn't in. Is this legitimate?,inquire_review_financial_transaction
I was expecting a refund of $89.99 for a returned item. When will that reflect in my balance?,inquire_review_financial_transaction
The amount debited for my utility bill seems higher than usual. Can you check the transaction details?,inquire_review_financial_transaction
Why was I charged an overdraft fee when I had sufficient funds?,inquire_review_financial_transaction
"I transferred $500 to my savings account three days ago, but it's still not showing there. What's the hold-up?",inquire_review_financial_transaction
My statement shows a fee for 'Foreign Transaction'. I haven't used my card internationally. Can you clarify?,inquire_review_financial_transaction
Did my payment for invoice #12345 go through successfully on October 26th?,inquire_review_financial_transaction
I received an alert for a purchase of $120 from an unknown vendor. Can you explain this transaction?,inquire_review_financial_transaction
There's a charge of $15.00 that I don't remember authorizing. Can you provide more details about it?,inquire_review_financial_transaction
I paid my credit card bill last week. Why is there still a 'late payment fee' on my statement?,inquire_review_financial_transaction
"My recurring monthly payment for 'Software Pro' is usually $10, but this month it was $12. Why the increase?",inquire_review_financial_transaction
I deposited a check on Monday. Is it available for use yet?,inquire_review_financial_transaction
Can you investigate a suspicious charge of $45.99 from 'XYZ Co.'?,inquire_review_financial_transaction
My last statement has an item labeled 'Misc. Debit'. What does that refer to?,inquire_review_financial_transaction
I was charged an ATM fee even though I used an in-network ATM. Can you check this?,inquire_review_financial_transaction
The amount of my most recent payment to you seems incorrect on my statement. Could you verify it?,inquire_review_financial_transaction
"I cancelled a service last month, but I still see a charge for it this month. Why?",inquire_review_financial_transaction
Is the $30 'account maintenance fee' on my current statement standard?,inquire_review_financial_transaction
"I made an online purchase for $250.00, but my card was declined, yet I see a pending charge. What's happening?",inquire_review_financial_transaction
My last two credit card statements show identical charges from 'Restaurant Delight'. Was one a duplicate?,inquire_review_financial_transaction
I returned an item to a store and was promised a refund. My account hasn't been credited yet. Can you check the status?,inquire_review_financial_transaction
There's a $7.99 charge from 'App Store Purchases' that I don't recall making. What is it for?,inquire_review_financial_transaction
"I set up an automatic payment for my loan, but I think it failed. Can you confirm the status of my recent payment?",inquire_review_financial_transaction
Why is there an 'annual fee' on my credit card when it's supposed to be a no-annual-fee card?,inquire_review_financial_transaction
"My direct debit for my gym membership bounced, but I had enough funds. Can you explain the reason?",inquire_review_financial_transaction
"I sent money to a friend via your transfer service, but they haven't received it. Has the transfer completed?",inquire_review_financial_transaction
Can you provide details about the $19.99 charge from 'StreamIt Entertainment' on my statement dated November 1st?,inquire_review_financial_transaction
There's a small charge labeled 'Test Transaction' on my account. Is this legitimate or fraudulent?,inquire_review_financial_transaction
"I made a cash deposit at an ATM, but the amount showing in my account is less than what I deposited. Can you investigate?",inquire_review_financial_transaction
Why was there a 'return item fee' when the check I deposited was valid?,inquire_review_financial_transaction
I initiated a bill payment five days ago. Is it still pending or has it been sent?,inquire_review_financial_transaction
"My statement shows a credit for $150, but I was expecting a credit for $200. Is there a discrepancy?",inquire_review_financial_transaction
I see a charge from 'RideShare Co.' for a trip I didn't take. Can you dispute this transaction?,inquire_review_financial_transaction
What is the reason for the 'monthly service charge' on my checking account?,inquire_review_financial_transaction
I have a pending withdrawal request for $100. Has it been approved and processed?,inquire_review_financial_transaction
Can you clarify the purpose of the 'Miscellaneous Payment' entry on my recent transaction history?,inquire_review_financial_transaction
My rent payment was debited twice this month. Please investigate and reverse one charge.,inquire_review_financial_transaction
